case_type,stage,state,days_pending_so_far,past_adjournments,days_to_disposal
Criminal,Passing of Orders,Kerala,0,0,5422
Criminal,Passing of Orders,Kerala,0,0,6066
Criminal,Passing of Orders,Kerala,0,0,6154
Criminal,Passing of Orders,Kerala,0,0,6142
Criminal,Passing of Orders,Kerala,0,0,6310
Criminal,Passing of Orders,Kerala,0,0,6483
Criminal,Passing of Orders,Kerala,0,0,538
Criminal,Passing of Orders,Kerala,0,0,276
Criminal,Passing of Orders,Kerala,0,0,2503
Criminal,Passing of Orders,Kerala,0,0,5
Criminal,Passing of Orders,Kerala,0,0,583
Criminal,Passing of Orders,Kerala,0,0,5891
Criminal,Passing of Orders,Kerala,0,0,2514
Criminal,Passing of Orders,Kerala,0,0,5281
Criminal,Passing of Orders,Kerala,0,0,2569
Criminal,Passing of Orders,Kerala,0,0,2543
Criminal,Passing of Orders,Kerala,0,0,3962
Criminal,Passing of Orders,Kerala,0,0,1600
Criminal,Passing of Orders,Kerala,0,0,1640
Criminal,Passing of Orders,Kerala,0,0,245
Criminal,Passing of Orders,Kerala,0,0,57
Criminal,Passing of Orders,Kerala,0,0,39
Criminal,Passing of Orders,Kerala,0,0,5357
Criminal,Passing of Orders,Kerala,0,0,97
Criminal,Passing of Orders,Kerala,0,0,2375
Criminal,Passing of Orders,Kerala,0,0,2436
Criminal,Passing of Orders,Kerala,0,0,157
Criminal,Passing of Orders,Kerala,0,0,2295
Criminal,Passing of Orders,Kerala,0,0,5933
Criminal,Passing of Orders,Kerala,0,0,492
Criminal,Passing of Orders,Uttar Pradesh,0,0,2192
Criminal,Passing of Orders,Uttar Pradesh,0,0,408
Criminal,Passing of Orders,Uttar Pradesh,0,0,1120
Criminal,Passing of Orders,Uttar Pradesh,0,0,654
Criminal,Passing of Orders,Uttar Pradesh,0,0,312
Criminal,Passing of Orders,Uttar Pradesh,0,0,983
Criminal,Passing of Orders,Uttar Pradesh,0,0,276
Criminal,Passing of Orders,Uttar Pradesh,0,0,61
Criminal,Passing of Orders,Uttar Pradesh,0,0,392
Criminal,Passing of Orders,Uttar Pradesh,0,0,65
Criminal,Passing of Orders,Uttar Pradesh,0,0,925
Criminal,Passing of Orders,Uttar Pradesh,0,0,25
Criminal,Passing of Orders,Uttar Pradesh,0,0,92
Criminal,Passing of Orders,Uttar Pradesh,0,0,85
Criminal,Passing of Orders,Uttar Pradesh,0,0,35
Criminal,Passing of Orders,Uttar Pradesh,0,0,40
Criminal,Passing of Orders,Uttar Pradesh,0,0,20
Criminal,Passing of Orders,Uttar Pradesh,0,0,148
Criminal,Passing of Orders,Uttar Pradesh,0,0,127
Criminal,Passing of Orders,Uttar Pradesh,0,0,265
Criminal,Passing of Orders,Uttar Pradesh,0,0,49
Criminal,Passing of Orders,Uttar Pradesh,0,0,53
Criminal,Passing of Orders,Uttar Pradesh,0,0,144
Criminal,Passing of Orders,Uttar Pradesh,0,0,1715
Criminal,Passing of Orders,Uttar Pradesh,0,0,42
Criminal,Passing of Orders,Uttar Pradesh,0,0,54
Criminal,Passing of Orders,Uttar Pradesh,0,0,77
Criminal,Passing of Orders,Uttar Pradesh,0,0,525
Criminal,Passing of Orders,Uttar Pradesh,0,0,36
Criminal,Passing of Orders,Uttar Pradesh,0,0,76
Criminal,Passing of Orders,Uttar Pradesh,0,0,32
Criminal,Passing of Orders,Uttar Pradesh,0,0,22
Criminal,Passing of Orders,Uttar Pradesh,0,0,42
Criminal,Passing of Orders,Uttar Pradesh,0,0,105
Criminal,Passing of Orders,Uttar Pradesh,0,0,62
Criminal,Passing of Orders,Uttar Pradesh,0,0,42
Criminal,Passing of Orders,Uttar Pradesh,0,0,22
Criminal,Passing of Orders,Uttar Pradesh,0,0,39
Criminal,Passing of Orders,Uttar Pradesh,0,0,43
Criminal,Passing of Orders,Uttar Pradesh,0,0,320
Criminal,Passing of Orders,Uttar Pradesh,0,0,1269
Criminal,Passing of Orders,Uttar Pradesh,0,0,215
Criminal,Passing of Orders,Uttar Pradesh,0,0,553
Criminal,Passing of Orders,Uttar Pradesh,0,0,1261
Criminal,Passing of Orders,Uttar Pradesh,0,0,895
Criminal,Passing of Orders,Uttar Pradesh,0,0,755
Criminal,Passing of Orders,Uttar Pradesh,0,0,212
Criminal,Passing of Orders,Uttar Pradesh,0,0,536
Criminal,Passing of Orders,Uttar Pradesh,0,0,106
Criminal,Passing of Orders,Uttar Pradesh,0,0,1230
Criminal,Passing of Orders,Uttar Pradesh,0,0,155
Criminal,Passing of Orders,Uttar Pradesh,0,0,1047
Criminal,Passing of Orders,Uttar Pradesh,0,0,286
Criminal,Passing of Orders,Uttar Pradesh,0,0,607
Criminal,Passing of Orders,Uttar Pradesh,0,0,1606
Criminal,Passing of Orders,Uttar Pradesh,0,0,154
Criminal,Passing of Orders,Uttar Pradesh,0,0,391
Criminal,Passing of Orders,Uttar Pradesh,0,0,390
Criminal,Passing of Orders,Uttar Pradesh,0,0,906
Criminal,Passing of Orders,Uttar Pradesh,0,0,939
Criminal,Passing of Orders,Uttar Pradesh,0,0,344
Criminal,Passing of Orders,Uttar Pradesh,0,0,276
Criminal,Passing of Orders,Uttar Pradesh,0,0,109
Criminal,Passing of Orders,Uttar Pradesh,0,0,1098
Criminal,Passing of Orders,Uttar Pradesh,0,0,266
Criminal,Passing of Orders,Uttar Pradesh,0,0,267
Criminal,Passing of Orders,Uttar Pradesh,0,0,892
Criminal,Passing of Orders,Uttar Pradesh,0,0,1227
Criminal,Passing of Orders,Uttar Pradesh,0,0,515
Criminal,Passing of Orders,Uttar Pradesh,0,0,223
Criminal,Passing of Orders,Uttar Pradesh,0,0,112
Criminal,Passing of Orders,Uttar Pradesh,0,0,534
Criminal,Passing of Orders,Uttar Pradesh,0,0,152
Criminal,Passing of Orders,Uttar Pradesh,0,0,320
Criminal,Passing of Orders,Uttar Pradesh,0,0,86
Criminal,Passing of Orders,Uttar Pradesh,0,0,19
Criminal,Passing of Orders,Uttar Pradesh,0,0,703
Criminal,Passing of Orders,Uttar Pradesh,0,0,197
Criminal,Passing of Orders,Uttar Pradesh,0,0,224
Criminal,Passing of Orders,Uttar Pradesh,0,0,642
Criminal,Passing of Orders,Uttar Pradesh,0,0,191
Criminal,Passing of Orders,Uttar Pradesh,0,0,618
Criminal,Passing of Orders,Uttar Pradesh,0,0,29
Criminal,Passing of Orders,Uttar Pradesh,0,0,20
Criminal,Passing of Orders,Uttar Pradesh,0,0,595
Criminal,Passing of Orders,Uttar Pradesh,0,0,266
Criminal,Passing of Orders,Uttar Pradesh,0,0,824
Criminal,Passing of Orders,Uttar Pradesh,0,0,568
Criminal,Passing of Orders,Uttar Pradesh,0,0,843
Criminal,Passing of Orders,Uttar Pradesh,0,0,280
Criminal,Passing of Orders,Uttar Pradesh,0,0,1533
Criminal,Passing of Orders,Uttar Pradesh,0,0,628
Criminal,Passing of Orders,Uttar Pradesh,0,0,95
Criminal,Passing of Orders,Uttar Pradesh,0,0,523
Criminal,Passing of Orders,Uttar Pradesh,0,0,220
Criminal,Passing of Orders,Uttar Pradesh,0,0,907
Criminal,Passing of Orders,Uttar Pradesh,0,0,195
Criminal,Passing of Orders,Uttar Pradesh,0,0,1252
Criminal,Passing of Orders,Uttar Pradesh,0,0,153
Criminal,Passing of Orders,Uttar Pradesh,0,0,210
Criminal,Passing of Orders,Uttar Pradesh,0,0,23
Criminal,Passing of Orders,Uttar Pradesh,0,0,92
Criminal,Passing of Orders,Uttar Pradesh,0,0,1905
Criminal,Passing of Orders,Uttar Pradesh,0,0,105
Criminal,Passing of Orders,Uttar Pradesh,0,0,68
Criminal,Passing of Orders,Uttar Pradesh,0,0,72
Criminal,Passing of Orders,Uttar Pradesh,0,0,617
Criminal,Passing of Orders,Uttar Pradesh,0,0,286
Criminal,Passing of Orders,Uttar Pradesh,0,0,360
Criminal,Passing of Orders,Uttar Pradesh,0,0,488
Criminal,Passing of Orders,Uttar Pradesh,0,0,193
Criminal,Passing of Orders,Uttar Pradesh,0,0,6096
Criminal,Passing of Orders,Uttar Pradesh,0,0,84
Criminal,Passing of Orders,Uttar Pradesh,0,0,217
Criminal,Passing of Orders,Uttar Pradesh,0,0,370
Criminal,Passing of Orders,Uttar Pradesh,0,0,1903
Criminal,Passing of Orders,Uttar Pradesh,0,0,196
Criminal,Passing of Orders,Uttar Pradesh,0,0,6894
Criminal,Passing of Orders,Uttar Pradesh,0,0,441
Criminal,Passing of Orders,Uttar Pradesh,0,0,88
Criminal,Passing of Orders,Uttar Pradesh,0,0,59
Criminal,Passing of Orders,Uttar Pradesh,0,0,377
Criminal,Passing of Orders,Uttar Pradesh,0,0,156
Criminal,Passing of Orders,Uttar Pradesh,0,0,41
Criminal,Passing of Orders,Uttar Pradesh,0,0,175
Criminal,Passing of Orders,Uttar Pradesh,0,0,28
Criminal,Passing of Orders,Uttar Pradesh,0,0,6076
Criminal,Passing of Orders,Uttar Pradesh,0,0,411
Criminal,Passing of Orders,Uttar Pradesh,0,0,6218
Criminal,Passing of Orders,Uttar Pradesh,0,0,203
Criminal,Passing of Orders,Uttar Pradesh,0,0,5656
Criminal,Passing of Orders,Uttar Pradesh,0,0,8436
Criminal,Passing of Orders,Uttar Pradesh,0,0,3994
Criminal,Passing of Orders,Uttar Pradesh,0,0,390
Criminal,Passing of Orders,Uttar Pradesh,0,0,6966
Criminal,Passing of Orders,Uttar Pradesh,0,0,6299
Criminal,Passing of Orders,Uttar Pradesh,0,0,3779
Criminal,Passing of Orders,Uttar Pradesh,0,0,19
Criminal,Passing of Orders,Uttar Pradesh,0,0,155
Criminal,Passing of Orders,Uttar Pradesh,0,0,5133
Criminal,Passing of Orders,Uttar Pradesh,0,0,87
Criminal,Passing of Orders,Uttar Pradesh,0,0,133
Criminal,Passing of Orders,Uttar Pradesh,0,0,314
Criminal,Passing of Orders,Uttar Pradesh,0,0,6011
Criminal,Passing of Orders,Uttar Pradesh,0,0,8293
Criminal,Passing of Orders,Uttar Pradesh,0,0,7708
Criminal,Passing of Orders,Uttar Pradesh,0,0,122
Criminal,Passing of Orders,Uttar Pradesh,0,0,115
Criminal,Passing of Orders,Uttar Pradesh,0,0,263
Criminal,Passing of Orders,Uttar Pradesh,0,0,273
Criminal,Passing of Orders,Uttar Pradesh,0,0,8330
Criminal,Passing of Orders,Uttar Pradesh,0,0,20
Criminal,Passing of Orders,Uttar Pradesh,0,0,834
Criminal,Passing of Orders,Uttar Pradesh,0,0,8564
Criminal,Passing of Orders,Uttar Pradesh,0,0,92
Criminal,Passing of Orders,Uttar Pradesh,0,0,109
Criminal,Passing of Orders,Uttar Pradesh,0,0,72
Criminal,Passing of Orders,Uttar Pradesh,0,0,178
Criminal,Passing of Orders,Uttar Pradesh,0,0,60
Criminal,Passing of Orders,Uttar Pradesh,0,0,242
Criminal,Passing of Orders,Uttar Pradesh,0,0,60
Criminal,Passing of Orders,Uttar Pradesh,0,0,35
Criminal,Passing of Orders,Uttar Pradesh,0,0,115
Criminal,Passing of Orders,Uttar Pradesh,0,0,303
Criminal,Passing of Orders,Uttar Pradesh,0,0,7275
Criminal,Passing of Orders,Uttar Pradesh,0,0,809
Criminal,Passing of Orders,Uttar Pradesh,0,0,5116
Criminal,Passing of Orders,Uttar Pradesh,0,0,8037
Criminal,Passing of Orders,Uttar Pradesh,0,0,190
Criminal,Passing of Orders,Uttar Pradesh,0,0,289
Criminal,Passing of Orders,Uttar Pradesh,0,0,12
Criminal,Passing of Orders,Uttar Pradesh,0,0,6286
Criminal,Passing of Orders,Uttar Pradesh,0,0,1330
Criminal,Passing of Orders,Uttar Pradesh,0,0,5263
Criminal,Passing of Orders,Uttar Pradesh,0,0,238
Criminal,Passing of Orders,Uttar Pradesh,0,0,123
Criminal,Passing of Orders,Uttar Pradesh,0,0,22
Criminal,Passing of Orders,Uttar Pradesh,0,0,34
Criminal,Passing of Orders,Uttar Pradesh,0,0,35
Criminal,Passing of Orders,Uttar Pradesh,0,0,41
Criminal,Passing of Orders,Uttar Pradesh,0,0,56
Criminal,Passing of Orders,Uttar Pradesh,0,0,427
Criminal,Passing of Orders,Uttar Pradesh,0,0,373
Criminal,Passing of Orders,Uttar Pradesh,0,0,184
Criminal,Passing of Orders,Uttar Pradesh,0,0,452
Criminal,Passing of Orders,Uttar Pradesh,0,0,65
Criminal,Passing of Orders,Uttar Pradesh,0,0,1845
Criminal,Passing of Orders,Uttar Pradesh,0,0,2898
Criminal,Passing of Orders,Uttar Pradesh,0,0,211
Criminal,Passing of Orders,Uttar Pradesh,0,0,1988
Criminal,Passing of Orders,Uttar Pradesh,0,0,196
Criminal,Passing of Orders,Uttar Pradesh,0,0,200
Criminal,Passing of Orders,Uttar Pradesh,0,0,468
Criminal,Passing of Orders,Uttar Pradesh,0,0,133
Criminal,Passing of Orders,Uttar Pradesh,0,0,2215
Criminal,Passing of Orders,Uttar Pradesh,0,0,565
Criminal,Passing of Orders,Uttar Pradesh,0,0,6444
Criminal,Passing of Orders,Uttar Pradesh,0,0,5231
Criminal,Passing of Orders,Uttar Pradesh,0,0,5111
Criminal,Passing of Orders,Uttar Pradesh,0,0,1633
Criminal,Passing of Orders,Tamil Nadu,0,0,4704
Criminal,Passing of Orders,Tamil Nadu,0,0,8
Criminal,Passing of Orders,Tamil Nadu,0,0,1223
Criminal,Passing of Orders,Tamil Nadu,0,0,2894
Criminal,Passing of Orders,Tamil Nadu,0,0,419
Criminal,Passing of Orders,Tamil Nadu,0,0,736
Criminal,Passing of Orders,Tamil Nadu,0,0,29
Criminal,Passing of Orders,Tamil Nadu,0,0,792
Criminal,Passing of Orders,Tamil Nadu,0,0,2350
Criminal,Passing of Orders,Tamil Nadu,0,0,372
Criminal,Passing of Orders,Tamil Nadu,0,0,4408
Criminal,Passing of Orders,Tamil Nadu,0,0,578
Criminal,Passing of Orders,Tamil Nadu,0,0,152
Criminal,Passing of Orders,Tamil Nadu,0,0,3294
Criminal,Passing of Orders,Tamil Nadu,0,0,148
Criminal,Passing of Orders,Tamil Nadu,0,0,34
Criminal,Passing of Orders,Tamil Nadu,0,0,1040
Criminal,Passing of Orders,Tamil Nadu,0,0,312
Criminal,Passing of Orders,Tamil Nadu,0,0,49
Criminal,Passing of Orders,Tamil Nadu,0,0,100
Criminal,Passing of Orders,Tamil Nadu,0,0,2
Criminal,Passing of Orders,Tamil Nadu,0,0,2241
Criminal,Passing of Orders,Tamil Nadu,0,0,64
Criminal,Passing of Orders,Tamil Nadu,0,0,1128
Criminal,Passing of Orders,Tamil Nadu,0,0,4270
Criminal,Passing of Orders,Tamil Nadu,0,0,584
Criminal,Passing of Orders,Tamil Nadu,0,0,8
Criminal,Passing of Orders,Tamil Nadu,0,0,945
Criminal,Passing of Orders,Tamil Nadu,0,0,431
Criminal,Passing of Orders,Tamil Nadu,0,0,1009
Criminal,Passing of Orders,Tamil Nadu,0,0,874
Criminal,Passing of Orders,Tamil Nadu,0,0,24
Criminal,Passing of Orders,Tamil Nadu,0,0,300
Criminal,Passing of Orders,Tamil Nadu,0,0,312
Criminal,Passing of Orders,Tamil Nadu,0,0,3007
Criminal,Passing of Orders,Tamil Nadu,0,0,1176
Criminal,Passing of Orders,Tamil Nadu,0,0,4569
Criminal,Passing of Orders,Tamil Nadu,0,0,2006
Criminal,Passing of Orders,Tamil Nadu,0,0,36
Criminal,Passing of Orders,Tamil Nadu,0,0,876
Criminal,Passing of Orders,Tamil Nadu,0,0,33
Criminal,Passing of Orders,Tamil Nadu,0,0,1099
Criminal,Passing of Orders,Tamil Nadu,0,0,2328
Criminal,Passing of Orders,Tamil Nadu,0,0,2158
Criminal,Passing of Orders,Tamil Nadu,0,0,847
Criminal,Passing of Orders,Tamil Nadu,0,0,1057
Criminal,Passing of Orders,Tamil Nadu,0,0,1837
Criminal,Passing of Orders,Tamil Nadu,0,0,1467
Criminal,Passing of Orders,Tamil Nadu,0,0,1198
Criminal,Passing of Orders,Tamil Nadu,0,0,329
Criminal,Passing of Orders,Tamil Nadu,0,0,2253
Criminal,Passing of Orders,Tamil Nadu,0,0,777
Criminal,Passing of Orders,Tamil Nadu,0,0,1098
Criminal,Passing of Orders,Tamil Nadu,0,0,3326
Criminal,Passing of Orders,Tamil Nadu,0,0,49
Criminal,Passing of Orders,Tamil Nadu,0,0,687
Criminal,Passing of Orders,Tamil Nadu,0,0,1300
Criminal,Passing of Orders,Tamil Nadu,0,0,1274
Criminal,Passing of Orders,Tamil Nadu,0,0,121
Criminal,Passing of Orders,Tamil Nadu,0,0,2085
Criminal,Passing of Orders,Tamil Nadu,0,0,73
Criminal,Passing of Orders,Tamil Nadu,0,0,2165
Criminal,Passing of Orders,Tamil Nadu,0,0,1026
Criminal,Passing of Orders,Tamil Nadu,0,0,2001
Criminal,Passing of Orders,Tamil Nadu,0,0,789
Criminal,Passing of Orders,Tamil Nadu,0,0,976
Criminal,Passing of Orders,Tamil Nadu,0,0,25
Criminal,Passing of Orders,Tamil Nadu,0,0,1094
Criminal,Passing of Orders,Tamil Nadu,0,0,312
Criminal,Passing of Orders,Tamil Nadu,0,0,1686
Criminal,Passing of Orders,Tamil Nadu,0,0,3147
Criminal,Passing of Orders,Tamil Nadu,0,0,1210
Criminal,Passing of Orders,Tamil Nadu,0,0,150
Criminal,Passing of Orders,Tamil Nadu,0,0,994
Criminal,Passing of Orders,Tamil Nadu,0,0,1185
Criminal,Passing of Orders,Tamil Nadu,0,0,2261
Criminal,Passing of Orders,Tamil Nadu,0,0,3059
Criminal,Passing of Orders,Tamil Nadu,0,0,1977
Criminal,Passing of Orders,Tamil Nadu,0,0,318
Criminal,Passing of Orders,Tamil Nadu,0,0,4896
Criminal,Passing of Orders,Tamil Nadu,0,0,408
Criminal,Passing of Orders,Tamil Nadu,0,0,62
Criminal,Passing of Orders,Tamil Nadu,0,0,13
Criminal,Passing of Orders,Tamil Nadu,0,0,34
Criminal,Passing of Orders,Tamil Nadu,0,0,132
Criminal,Passing of Orders,Tamil Nadu,0,0,2891
Criminal,Passing of Orders,Tamil Nadu,0,0,257
Criminal,Passing of Orders,Tamil Nadu,0,0,1366
Criminal,Passing of Orders,Tamil Nadu,0,0,1208
Criminal,Passing of Orders,Tamil Nadu,0,0,994
Criminal,Passing of Orders,Tamil Nadu,0,0,160
Criminal,Passing of Orders,Tamil Nadu,0,0,759
Criminal,Passing of Orders,Tamil Nadu,0,0,1313
Criminal,Passing of Orders,Tamil Nadu,0,0,2316
Criminal,Passing of Orders,Tamil Nadu,0,0,3489
Criminal,Passing of Orders,Tamil Nadu,0,0,2927
Criminal,Passing of Orders,Tamil Nadu,0,0,2421
Criminal,Passing of Orders,Tamil Nadu,0,0,2373
Criminal,Passing of Orders,Tamil Nadu,0,0,28
Criminal,Passing of Orders,Tamil Nadu,0,0,36
Civil,Evidence,Karnataka,0,0,428
Civil,Evidence,Karnataka,0,0,261
Civil,Evidence,Karnataka,0,0,611
Civil,Evidence,Karnataka,0,0,1197
Civil,Evidence,Karnataka,0,0,456
Civil,Evidence,Karnataka,0,0,233
Civil,Evidence,Karnataka,0,0,89
Civil,Evidence,Karnataka,0,0,661
Civil,Evidence,Karnataka,0,0,243
Civil,Evidence,Karnataka,0,0,445
Civil,Evidence,Karnataka,0,0,99
Civil,Evidence,Karnataka,0,0,473
Civil,Evidence,Karnataka,0,0,340
Civil,Evidence,Karnataka,0,0,134
Civil,Evidence,Karnataka,0,0,134
Civil,Evidence,Karnataka,0,0,262
Civil,Evidence,Karnataka,0,0,291
Civil,Evidence,Karnataka,0,0,611
Civil,Evidence,Karnataka,0,0,885
Civil,Evidence,Karnataka,0,0,692
Civil,Evidence,Karnataka,0,0,99
Civil,Evidence,Karnataka,0,0,926
Civil,Evidence,Karnataka,0,0,447
Civil,Evidence,Karnataka,0,0,446
Civil,Evidence,Karnataka,0,0,73
Civil,Evidence,Karnataka,0,0,668
Civil,Evidence,Karnataka,0,0,396
Civil,Evidence,Karnataka,0,0,99
Civil,Evidence,Karnataka,0,0,99
Civil,Evidence,Karnataka,0,0,99
Civil,Evidence,Karnataka,0,0,892
Civil,Evidence,Karnataka,0,0,422
Civil,Evidence,Karnataka,0,0,78
Civil,Evidence,Karnataka,0,0,1099
Civil,Evidence,Karnataka,0,0,32
Civil,Evidence,Karnataka,0,0,185
Civil,Evidence,Karnataka,0,0,139
Civil,Evidence,Karnataka,0,0,139
Civil,Evidence,Karnataka,0,0,397
Civil,Evidence,Karnataka,0,0,156
Civil,Evidence,Karnataka,0,0,407
Civil,Evidence,Karnataka,0,0,279
Civil,Evidence,Karnataka,0,0,343
Civil,Evidence,Karnataka,0,0,219
Civil,Evidence,Karnataka,0,0,101
Civil,Evidence,Karnataka,0,0,409
Civil,Evidence,Karnataka,0,0,169
Civil,Evidence,Tamil Nadu,0,0,14
Civil,Evidence,Tamil Nadu,0,0,26
Civil,Evidence,Tamil Nadu,0,0,2
Civil,Evidence,Tamil Nadu,0,0,2
Civil,Evidence,Tamil Nadu,0,0,50
Civil,Evidence,Tamil Nadu,0,0,76
Civil,Evidence,Tamil Nadu,0,0,2
Civil,Evidence,Tamil Nadu,0,0,105
Civil,Evidence,Tamil Nadu,0,0,44
Civil,Evidence,Tamil Nadu,0,0,53
Civil,Evidence,Tamil Nadu,0,0,44
Civil,Evidence,Tamil Nadu,0,0,60
Civil,Evidence,Tamil Nadu,0,0,130
Civil,Evidence,Tamil Nadu,0,0,45
Civil,Evidence,Tamil Nadu,0,0,2
Civil,Evidence,Tamil Nadu,0,0,48
Civil,Evidence,Tamil Nadu,0,0,48
Civil,Evidence,Tamil Nadu,0,0,48
Civil,Evidence,Tamil Nadu,0,0,104
Civil,Evidence,Tamil Nadu,0,0,62
Civil,Evidence,Tamil Nadu,0,0,11
Civil,Evidence,Tamil Nadu,0,0,91
Civil,Evidence,Tamil Nadu,0,0,15
Civil,Evidence,Tamil Nadu,0,0,161
Civil,Evidence,Tamil Nadu,0,0,1
Civil,Evidence,Tamil Nadu,0,0,7
Civil,Evidence,Tamil Nadu,0,0,163
Civil,Evidence,Tamil Nadu,0,0,16
Civil,Evidence,Tamil Nadu,0,0,16
Civil,Evidence,Tamil Nadu,0,0,148
Civil,Evidence,Tamil Nadu,0,0,146
Civil,Evidence,Tamil Nadu,0,0,48
Civil,Evidence,Tamil Nadu,0,0,44
Civil,Evidence,Tamil Nadu,0,0,39
Civil,Evidence,Tamil Nadu,0,0,39
Civil,Evidence,Tamil Nadu,0,0,180
Civil,Evidence,Tamil Nadu,0,0,6
Civil,Evidence,Tamil Nadu,0,0,6
Civil,Evidence,Tamil Nadu,0,0,21
Civil,Evidence,Tamil Nadu,0,0,83
Civil,Evidence,Tamil Nadu,0,0,21
Civil,Evidence,Tamil Nadu,0,0,180
Civil,Evidence,Tamil Nadu,0,0,6
Civil,Evidence,Tamil Nadu,0,0,83
Civil,Evidence,Tamil Nadu,0,0,83
Civil,Evidence,Tamil Nadu,0,0,26
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,26
Civil,Evidence,Tamil Nadu,0,0,44
Civil,Evidence,Tamil Nadu,0,0,39
Civil,Evidence,Tamil Nadu,0,0,37
Civil,Evidence,Tamil Nadu,0,0,5
Civil,Evidence,Tamil Nadu,0,0,5
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,64
Civil,Evidence,Tamil Nadu,0,0,44
Civil,Evidence,West Bengal,0,0,169
Civil,Evidence,West Bengal,0,0,143
Civil,Evidence,West Bengal,0,0,1998
Civil,Evidence,West Bengal,0,0,356
Civil,Evidence,West Bengal,0,0,2498
Civil,Evidence,West Bengal,0,0,56
Civil,Evidence,West Bengal,0,0,306
Civil,Evidence,West Bengal,0,0,196
Civil,Evidence,West Bengal,0,0,343
Civil,Passing of Orders,West Bengal,0,0,1258
Civil,Passing of Orders,West Bengal,0,0,4013
Civil,Evidence,West Bengal,0,0,303
Civil,Evidence,West Bengal,0,0,159
Civil,Evidence,West Bengal,0,0,1917
Civil,Evidence,West Bengal,0,0,600
Civil,Evidence,West Bengal,0,0,216
Civil,Evidence,West Bengal,0,0,281
Civil,Evidence,West Bengal,0,0,127
Civil,Evidence,West Bengal,0,0,29
Civil,Evidence,West Bengal,0,0,171
Civil,Evidence,West Bengal,0,0,210
Civil,Evidence,West Bengal,0,0,163
Civil,Evidence,West Bengal,0,0,296
Civil,Evidence,West Bengal,0,0,114
Civil,Evidence,West Bengal,0,0,222
Civil,Evidence,West Bengal,0,0,130
Civil,Evidence,West Bengal,0,0,129
Civil,Evidence,West Bengal,0,0,73
Civil,Evidence,West Bengal,0,0,136
Civil,Evidence,West Bengal,0,0,199
Civil,Evidence,West Bengal,0,0,250
Civil,Evidence,West Bengal,0,0,63
Civil,Evidence,West Bengal,0,0,199
Civil,Passing of Orders,West Bengal,0,0,527
Civil,Evidence,West Bengal,0,0,366
Civil,Evidence,West Bengal,0,0,69
Civil,Evidence,West Bengal,0,0,297
Civil,Evidence,West Bengal,0,0,163
Civil,Evidence,West Bengal,0,0,285
Civil,Evidence,West Bengal,0,0,102
Civil,Evidence,West Bengal,0,0,130
Civil,Evidence,West Bengal,0,0,136
Civil,Passing of Orders,West Bengal,0,0,1337
Civil,Passing of Orders,West Bengal,0,0,746
Civil,Evidence,West Bengal,0,0,218
Civil,Evidence,West Bengal,0,0,211
Civil,Evidence,West Bengal,0,0,296
Civil,Evidence,West Bengal,0,0,109
Civil,Evidence,West Bengal,0,0,183
Civil,Evidence,West Bengal,0,0,3074
Civil,Evidence,West Bengal,0,0,4935
Civil,Evidence,West Bengal,0,0,1383
Civil,Evidence,West Bengal,0,0,517
Civil,Evidence,West Bengal,0,0,509
Civil,Evidence,West Bengal,0,0,494
Civil,Evidence,West Bengal,0,0,510
Civil,Evidence,West Bengal,0,0,409
Civil,Evidence,West Bengal,0,0,281
Civil,Evidence,West Bengal,0,0,287
Civil,Evidence,West Bengal,0,0,108
Civil,Evidence,West Bengal,0,0,68
Civil,Evidence,West Bengal,0,0,126
Civil,Evidence,West Bengal,0,0,281
Civil,Evidence,West Bengal,0,0,216
Civil,Evidence,West Bengal,0,0,127
Civil,Evidence,West Bengal,0,0,28
Civil,Evidence,West Bengal,0,0,236
Civil,Evidence,West Bengal,0,0,56
Civil,Evidence,West Bengal,0,0,71
Civil,Passing of Orders,West Bengal,0,0,447
Civil,Evidence,West Bengal,0,0,46
Civil,Evidence,West Bengal,0,0,311
Civil,Evidence,West Bengal,0,0,300
Civil,Evidence,West Bengal,0,0,227
Civil,Passing of Orders,West Bengal,0,0,1980
Civil,Evidence,West Bengal,0,0,25
Civil,Evidence,West Bengal,0,0,308
Civil,Evidence,West Bengal,0,0,139
Civil,Evidence,West Bengal,0,0,227
Civil,Evidence,West Bengal,0,0,466
Civil,Evidence,West Bengal,0,0,317
Civil,Evidence,West Bengal,0,0,49
Civil,Evidence,West Bengal,0,0,159
Civil,Evidence,West Bengal,0,0,289
Civil,Evidence,West Bengal,0,0,238
Civil,Evidence,West Bengal,0,0,195
Civil,Evidence,West Bengal,0,0,32
Civil,Evidence,West Bengal,0,0,280
Civil,Evidence,West Bengal,0,0,32
Civil,Evidence,West Bengal,0,0,32
Civil,Evidence,West Bengal,0,0,236
Civil,Evidence,West Bengal,0,0,99
Civil,Evidence,West Bengal,0,0,142
Civil,Evidence,West Bengal,0,0,69
Civil,Evidence,West Bengal,0,0,149
Civil,Evidence,West Bengal,0,0,317
Civil,Evidence,West Bengal,0,0,317
